STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,NEW_DATE,PRCP,SNWD,SNOW,TAVG,TMAX,TMIN,WESD,WESF,AWND,WDF2,WDF5,WSF2,WSF5,PGTM,WT09,WT01,WT02,WT06,WT11,WT04,WT08
GHCND:US1NYQN0002,MIDDLE VILLAGE 0.5 SW NY US,32.3,40.7145,-73.8819,20160202,2016-02-02,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMD0060,MATAWAN 1.1 WSW NJ US,21.3,40.4057,-74.2549,20160202,2016-02-02,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMN0010,EATONTOWN 1.2 NE NJ US,12.8,40.3034,-74.04,20160202,2016-02-02,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYNS0014,LYNBROOK 0.3 NW NY US,7,40.6623,-73.678,20160202,2016-02-02,0.01,3.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMN0012,COLTS NECK TWP 2.4 NW NJ US,32.6,40.3204,-74.1927,20160202,2016-02-02,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USW00054743,CALDWELL ESSEX CO AIRPORT NJ US,52.7,40.87639,-74.28306,20160202,2016-02-02,0,NA,NA,NA,51,26,NA,NA,1.1,50,40,8.9,13,1217,NA,NA,NA,NA,NA,NA,NA
GHCND:USW00054787,FARMINGDALE REPUBLIC AIRPORT NY US,24.7,40.73417,-73.41694,20160202,2016-02-02,0,NA,NA,NA,51,33,NA,NA,4.9,10,20,13,17,25,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYWC0003,WHITE PLAINS 3.1 NNW NY US,71,41.0639,-73.7722,20160203,2016-02-03,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USC00280907,BOONTON 1 SE NJ US,85.3,40.8917,-74.3962,20160203,2016-02-03,0,NA,0,NA,50,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMD0043,WOODBRIDGE TWP 1.1 ESE NJ US,4,40.5554,-74.274,20160203,2016-02-03,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJPS0005,HAWTHORNE 0.4 S NJ US,25.6,40.9519,-74.1577,20160203,2016-02-03,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJBG0029,OAKLAND 0.2 WNW NJ US,73.8,41.0328,-74.245,20160203,2016-02-03,0.02,2.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMN0048,LONG BRANCH 0.5 W NJ US,7.9,40.297,-74.0015,20160203,2016-02-03,0,1.5,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMN0006,RED BANK 1.3 NW NJ US,13.4,40.3622,-74.0833,20160203,2016-02-03,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMD0045,WOODBRIDGE TWP 1.1 NNE NJ US,21.6,40.5759,-74.2847,20160203,2016-02-03,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USW00014732,LA GUARDIA AIRPORT NY US,3.4,40.77944,-73.88028,20160203,2016-02-03,0.69,0,0,48,57,42,NA,NA,11.4,170,170,31.1,40.9,NA,NA,1,NA,NA,NA,NA,NA
GHCND:US1NJUN0017,CRANFORD TWP 1.1 NNW NJ US,21.9,40.6722,-74.3096,20160203,2016-02-03,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMD0050,WOODBRIDGE TWP 3.0 NNW NJ US,21.9,40.6023,-74.3102,20160203,2016-02-03,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USW00014734,NEWARK LIBERTY INTERNATIONAL AIRPORT NJ US,2.1,40.6825,-74.16944,20160203,2016-02-03,0.61,0,0,48,58,39,NA,NA,6.5,170,160,19.9,30,NA,NA,1,NA,NA,NA,NA,NA
GHCND:US1NJUN0014,WESTFIELD 0.6 NE NJ US,36.3,40.6588,-74.3358,20160203,2016-02-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYNS0007,FLORAL PARK 0.4 W NY US,24.1,40.723,-73.711,20160203,2016-02-03,0.01,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJUN0010,NEW PROVIDENCE 0.8 ESE NJ US,113.1,40.6945,-74.3898,20160203,2016-02-03,0.05,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJES0020,BLOOMFIELD 1.7 S NJ US,0,40.785,-74.1885,20160203,2016-02-03,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJES0024,CEDAR GROVE TWP 0.4 W NJ US,108.5,40.8557,-74.2356,20160203,2016-02-03,1.25,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJBG0037,GLEN ROCK 0.4 WNW NJ US,27.1,40.9614,-74.1328,20160203,2016-02-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJHD0002,KEARNY 1.7 NW NJ US,29,40.7729,-74.1409,20160203,2016-02-03,0,5.8,0,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMS0014,MADISON 0.5 ESE NJ US,67.7,40.7556,-74.4098,20160203,2016-02-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJHD0001,HARRISON 0.3 N NJ US,6.4,40.748,-74.1518,20160203,2016-02-03,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMS0059,MADISON 0.8 WSW NJ US,108.8,40.7524,-74.4297,20160203,2016-02-03,1.47,1.5,0,NA,NA,NA,0.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJPS0012,LITTLE FALLS TWP 0.5 WNW NJ US,58.5,40.8796,-74.227,20160203,2016-02-03,0.03,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYRC0002,STATEN ISLAND 1.4 SE NY US,21.9,40.5674,-74.1327,20160203,2016-02-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMS0011,BOONTON 0.6 NW NJ US,188.7,40.9096,-74.4141,20160203,2016-02-03,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYRC0001,STATEN ISLAND 4.5 SSE NY US,10.7,40.5421,-74.1476,20160203,2016-02-03,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJPS0014,HAWTHORNE 1.0 SSE NJ US,18,40.9436,-74.1523,20160203,2016-02-03,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYSF0041,EAST FARMINGDALE 0.9 W NY US,20.7,40.7279,-73.4341,20160203,2016-02-03,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USW00094741,TETERBORO AIRPORT NJ US,2.7,40.85,-74.06139,20160203,2016-02-03,0.93,NA,NA,NA,59,35,NA,NA,7.6,160,160,23,33.1,1957,NA,1,NA,NA,NA,NA,1
GHCND:US1NJES0018,MAPLEWOOD TWP 0.9 SE NJ US,72.5,40.7237,-74.2598,20160203,2016-02-03,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYRL0005,WEST NYACK 1.3 WSW NY US,81.7,41.0835,-73.993,20160203,2016-02-03,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USW00094745,WESTCHESTER CO AIRPORT NY US,115.5,41.06694,-73.7075,20160203,2016-02-03,1.4,NA,NA,NA,56,31,NA,NA,8.1,150,170,21,35.1,1354,NA,1,1,NA,NA,NA,NA
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.63861,-73.76222,20160203,2016-02-03,0.44,0,0,47,56,39,NA,NA,16.1,170,170,36.9,45,NA,NA,1,NA,NA,NA,NA,NA
GHCND:USC00289187,WANAQUE RAYMOND DAM NJ US,74.7,41.0444,-74.2933,20160203,2016-02-03,0.92,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJBG0030,OAKLAND 1.0 ESE NJ US,109.4,41.0253,-74.2236,20160203,2016-02-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USC00066655,PUTNAM LAKE CT US,91.4,41.0825,-73.6386,20160203,2016-02-03,1.76,0,0,NA,58,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJBG0002,SADDLE BROOK TWP 0.6 E NJ US,16.8,40.9027,-74.0834,20160203,2016-02-03,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJBG0003,TENAFLY 1.3 W NJ US,21.6,40.9147,-73.9775,20160203,2016-02-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMS0049,FLORHAM PARK 0.2 WNW NJ US,62.5,40.778,-74.3992,20160203,2016-02-03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMD0062,OLD BRIDGE TWP 5.1 NE NJ US,7.6,40.4562,-74.2413,20160203,2016-02-03,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJPS0022,RINGWOOD 3.0 SSE NJ US,185.9,41.0653,-74.2571,20160203,2016-02-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJPS0025,BLOOMINGDALE 0.7 SSE NJ US,110.3,41.0202,-74.3289,20160203,2016-02-03,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYKN0025,BROOKLYN 3.1 NW NY US,5.5,40.6846,-73.9867,20160203,2016-02-03,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMS0040,CHATHAM 0.6 NW NJ US,58.8,40.7481,-74.3908,20160203,2016-02-03,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USC00282023,CRANFORD NJ US,22.9,40.66694,-74.32306,20160203,2016-02-03,0,0,0,NA,55,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USC00301309,CENTERPORT NY US,9.1,40.8838,-73.3722,20160203,2016-02-03,0,1,0,NA,48,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USC00281335,CANOE BROOK NJ US,54.9,40.7436,-74.3539,20160203,2016-02-03,0,7,0,NA,52,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJBG0015,NORTH ARLINGTON 0.7 WNW NJ US,17.7,40.7915,-74.1398,20160203,2016-02-03,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJBG0017,GLEN ROCK 0.7 SSE NJ US,28,40.9511,-74.1183,20160203,2016-02-03,0.03,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJBG0018,PALISADES PARK 0.2 WNW NJ US,21.3,40.8481,-74.0002,20160203,2016-02-03,0.01,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USC00283704,HARRISON NJ US,7.3,40.7481,-74.152,20160203,2016-02-03,0,1,0,NA,51,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.77889,-73.96917,20160203,2016-02-03,0.73,0,0,NA,59,42,NA,NA,6.5,180,170,18.1,30,NA,NA,1,NA,NA,NA,NA,NA
GHCND:US1NJMN0051,RUMSON 0.5 NE NJ US,14.9,40.3671,-73.9979,20160203,2016-02-03,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYQN0002,MIDDLE VILLAGE 0.5 SW NY US,32.3,40.7145,-73.8819,20160203,2016-02-03,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMD0060,MATAWAN 1.1 WSW NJ US,21.3,40.4057,-74.2549,20160203,2016-02-03,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMN0010,EATONTOWN 1.2 NE NJ US,12.8,40.3034,-74.04,20160203,2016-02-03,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYNS0014,LYNBROOK 0.3 NW NY US,7,40.6623,-73.678,20160203,2016-02-03,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMN0012,COLTS NECK TWP 2.4 NW NJ US,32.6,40.3204,-74.1927,20160203,2016-02-03,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USW00054743,CALDWELL ESSEX CO AIRPORT NJ US,52.7,40.87639,-74.28306,20160203,2016-02-03,1,NA,NA,NA,59,31,NA,NA,3.6,170,160,30,38.9,1940,NA,NA,NA,NA,NA,NA,NA
GHCND:USW00054787,FARMINGDALE REPUBLIC AIRPORT NY US,24.7,40.73417,-73.41694,20160203,2016-02-03,0.39,NA,NA,NA,57,32,NA,NA,12.5,160,150,29.1,36.9,2114,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYWC0003,WHITE PLAINS 3.1 NNW NY US,71,41.0639,-73.7722,20160204,2016-02-04,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USC00280907,BOONTON 1 SE NJ US,85.3,40.8917,-74.3962,20160204,2016-02-04,0.77,0,0,NA,56,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMD0043,WOODBRIDGE TWP 1.1 ESE NJ US,4,40.5554,-74.274,20160204,2016-02-04,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJPS0005,HAWTHORNE 0.4 S NJ US,25.6,40.9519,-74.1577,20160204,2016-02-04,1.05,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJBG0029,OAKLAND 0.2 WNW NJ US,73.8,41.0328,-74.245,20160204,2016-02-04,0.87,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMN0048,LONG BRANCH 0.5 W NJ US,7.9,40.297,-74.0015,20160204,2016-02-04,0.25,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMN0006,RED BANK 1.3 NW NJ US,13.4,40.3622,-74.0833,20160204,2016-02-04,0.27,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMD0045,WOODBRIDGE TWP 1.1 NNE NJ US,21.6,40.5759,-74.2847,20160204,2016-02-04,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USW00014732,LA GUARDIA AIRPORT NY US,3.4,40.77944,-73.88028,20160204,2016-02-04,0.01,0,0,54,58,44,NA,NA,10.3,330,340,23.9,32,NA,NA,1,NA,NA,NA,1,NA
GHCND:US1NJUN0017,CRANFORD TWP 1.1 NNW NJ US,21.9,40.6722,-74.3096,20160204,2016-02-04,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMD0050,WOODBRIDGE TWP 3.0 NNW NJ US,21.9,40.6023,-74.3102,20160204,2016-02-04,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USW00014734,NEWARK LIBERTY INTERNATIONAL AIRPORT NJ US,2.1,40.6825,-74.16944,20160204,2016-02-04,0.01,0,0,54,56,42,NA,NA,9.4,330,320,23,31.1,NA,NA,1,NA,NA,NA,1,NA
GHCND:US1NJUN0014,WESTFIELD 0.6 NE NJ US,36.3,40.6588,-74.3358,20160204,2016-02-04,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYNS0007,FLORAL PARK 0.4 W NY US,24.1,40.723,-73.711,20160204,2016-02-04,0.68,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJUN0010,NEW PROVIDENCE 0.8 ESE NJ US,113.1,40.6945,-74.3898,20160204,2016-02-04,0.96,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJES0020,BLOOMFIELD 1.7 S NJ US,0,40.785,-74.1885,20160204,2016-02-04,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMD0039,EAST BRUNSWICK TWP 3.3 NNE NJ US,16.2,40.4739,-74.4,20160204,2016-02-04,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJES0024,CEDAR GROVE TWP 0.4 W NJ US,108.5,40.8557,-74.2356,20160204,2016-02-04,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJBG0037,GLEN ROCK 0.4 WNW NJ US,27.1,40.9614,-74.1328,20160204,2016-02-04,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJHD0002,KEARNY 1.7 NW NJ US,29,40.7729,-74.1409,20160204,2016-02-04,0.8,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMS0014,MADISON 0.5 ESE NJ US,67.7,40.7556,-74.4098,20160204,2016-02-04,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJHD0001,HARRISON 0.3 N NJ US,6.4,40.748,-74.1518,20160204,2016-02-04,0.81,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMS0059,MADISON 0.8 WSW NJ US,108.8,40.7524,-74.4297,20160204,2016-02-04,0.03,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJPS0012,LITTLE FALLS TWP 0.5 WNW NJ US,58.5,40.8796,-74.227,20160204,2016-02-04,1.39,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYRC0002,STATEN ISLAND 1.4 SE NY US,21.9,40.5674,-74.1327,20160204,2016-02-04,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMS0011,BOONTON 0.6 NW NJ US,188.7,40.9096,-74.4141,20160204,2016-02-04,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYRC0001,STATEN ISLAND 4.5 SSE NY US,10.7,40.5421,-74.1476,20160204,2016-02-04,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJPS0014,HAWTHORNE 1.0 SSE NJ US,18,40.9436,-74.1523,20160204,2016-02-04,0.91,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYSF0041,EAST FARMINGDALE 0.9 W NY US,20.7,40.7279,-73.4341,20160204,2016-02-04,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USW00094741,TETERBORO AIRPORT NJ US,2.7,40.85,-74.06139,20160204,2016-02-04,0,NA,NA,NA,55,43,NA,NA,6.3,330,350,17,25.1,730,NA,1,NA,NA,NA,NA,1
GHCND:US1NJES0018,MAPLEWOOD TWP 0.9 SE NJ US,72.5,40.7237,-74.2598,20160204,2016-02-04,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYRL0005,WEST NYACK 1.3 WSW NY US,81.7,41.0835,-73.993,20160204,2016-02-04,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJES0019,WEST CALDWELL TWP 1.3 NE NJ US,81.4,40.8615,-74.2775,20160204,2016-02-04,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USW00094745,WESTCHESTER CO AIRPORT NY US,115.5,41.06694,-73.7075,20160204,2016-02-04,0.01,NA,NA,NA,55,41,NA,NA,7.6,330,310,21,25.1,1101,NA,1,NA,NA,NA,NA,NA
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.63861,-73.76222,20160204,2016-02-04,0.04,0,0,53,55,43,NA,NA,9.6,320,320,23.9,29.1,NA,NA,1,1,NA,NA,NA,NA
GHCND:USC00289187,WANAQUE RAYMOND DAM NJ US,74.7,41.0444,-74.2933,20160204,2016-02-04,0.18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJBG0030,OAKLAND 1.0 ESE NJ US,109.4,41.0253,-74.2236,20160204,2016-02-04,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USC00066655,PUTNAM LAKE CT US,91.4,41.0825,-73.6386,20160204,2016-02-04,0,0,0,NA,58,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJBG0002,SADDLE BROOK TWP 0.6 E NJ US,16.8,40.9027,-74.0834,20160204,2016-02-04,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJBG0003,TENAFLY 1.3 W NJ US,21.6,40.9147,-73.9775,20160204,2016-02-04,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMS0049,FLORHAM PARK 0.2 WNW NJ US,62.5,40.778,-74.3992,20160204,2016-02-04,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMD0062,OLD BRIDGE TWP 5.1 NE NJ US,7.6,40.4562,-74.2413,20160204,2016-02-04,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJPS0022,RINGWOOD 3.0 SSE NJ US,185.9,41.0653,-74.2571,20160204,2016-02-04,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJPS0025,BLOOMINGDALE 0.7 SSE NJ US,110.3,41.0202,-74.3289,20160204,2016-02-04,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYKN0025,BROOKLYN 3.1 NW NY US,5.5,40.6846,-73.9867,20160204,2016-02-04,0.52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMS0040,CHATHAM 0.6 NW NJ US,58.8,40.7481,-74.3908,20160204,2016-02-04,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USC00282023,CRANFORD NJ US,22.9,40.66694,-74.32306,20160204,2016-02-04,0,0,0,NA,53,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
